cnty_id,cnty_nm,city_sect_id,city_nm,urb_area_cd,urb_area_nm,lat_deg_no,lat_min,lat_sec_no,longtd_deg,longtd_min,longtd_sec,dd_lat,dd_long
"30",Umatilla,91,Hermiston,,,45,50,13.020,-119,17,44.200,45.83695000000,-119.29561111111
"30",Umatilla,137,Milton-Freewater,,,45,56,8.840,-118,23,54.100,45.93578888889,-118.39836111111
"30",Umatilla,162,Pendleton,,,45,40,36.820,-118,49,10.820,45.67689444444,-118.81967222222
"30",Umatilla,165,Pilot Rock,,,45,29,34.710,-118,49,49.090,45.49297500000,-118.83030277778
"30",Umatilla,201,Stanfield,,,45,47,10.220,-119,13,1.470,45.78617222222,-119.21707500000
"30",Umatilla,217,Ukiah,,,45,8,13.750,-118,56,1.150,45.13715277778,-118.93365277778
"30",Umatilla,218,Umatilla,,,45,55,0.810,-119,18,12.080,45.91689166667,-119.30335555556
"30",Umatilla,231,Weston,,,45,49,6.450,-118,25,46.110,45.81845833333,-118.42947500000
"30",Umatilla,,,33,HERMSTON UA,45,49,12.130,-119,17,8.700,45.82003611111,-119.28575000000
"30",Umatilla,,,45,MILT-FRE UA,45,56,14.180,-118,22,35.660,45.93727222222,-118.37657222222
"30",Umatilla,,,55,PENDLTN UA,45,40,9.040,-118,49,52.030,45.66917777778,-118.83111944444
"30",Umatilla, ,,,,45,29,58.370,-118,42,51.100,45.49954722222,-118.71419444444
"31",Union,44,Cove,,,45,17,50.620,-117,48,33.990,45.29739444444,-117.80944166667
"31",Union,60,Elgin,,,45,33,42.340,-117,55,23.730,45.56176111111,-117.92325833333
"31",Union,98,Imbler,,,45,27,56.040,-117,57,51.020,45.46556666667,-117.96417222222
"31",Union,102,Island City,,,45,20,4.710,-118,2,57.180,45.33464166667,-118.04921666667
"31",Union,114,La Grande,,,45,20,8.670,-118,6,16.780,45.33574166667,-118.10466111111
"31",Union,155,North Power,,,45,2,3.320,-117,55,22.640,45.03425555556,-117.92295555556
"31",Union,204,Summerville,,,45,29,28.490,-118,0,2.970,45.49124722222,-118.00082500000
"31",Union,219,Union,,,45,12,37.560,-117,52,5.970,45.21043333333,-117.86832500000
"31",Union,,,37,LA GRANDE UA,45,18,56.830,-118,3,55.820,45.31578611111,-118.06550555556
"31",Union, ,,,,45,25,48.390,-118,4,50.220,45.43010833333,-118.08061666667
"32",Wallowa,62,Enterprise,,,45,25,50.070,-117,16,54.100,45.43057500000,-117.28169444444
"32",Wallowa,108,Joseph,,,45,21,3.510,-117,13,50.280,45.35097500000,-117.23063333333
"32",Wallowa,123,Lostine,,,45,29,4.970,-117,25,33.950,45.48471388889,-117.42609722222
"32",Wallowa,225,Wallowa,,,45,34,28.610,-117,31,52.800,45.57461388889,-117.53133333333
"32",Wallowa, , ,,,45,32,22.100,-117,13,58.310,45.53947222222,-117.23286388889
"33",Wasco,6,Antelope,,,44,54,53.930,-120,43,16.290,44.91498055556,-120.72119166667
"33",Wasco,54,Dufur,,,45,26,58.800,-121,8,5.320,45.44966666667,-121.13481111111
"33",Wasco,130,Maupin,,,45,10,51.150,-121,5,33.270,45.18087500000,-121.09257500000
"33",Wasco,145,Mosier,,,45,41,0.590,-121,23,29.300,45.68349722222,-121.39147222222
"33",Wasco,192,Shaniko,,,45,0,14.500,-120,45,7.030,45.00402777778,-120.75195277778
"33",Wasco,210,The Dalles,,,45,36,16.170,-121,11,32.570,45.60449166667,-121.19238055556
"33",Wasco,,,81,THE DLLS UA,45,38,12.720,-121,12,21.550,45.63686666667,-121.20598611111
"33",Wasco, ,,,,45,10,21.190,-121,13,17.290,45.17255277778,-121.22146944444
"34",Washington,15,Banks,,,45,36,54.140,-123,6,40.150,45.61503888889,-123.11115277778
"34",Washington,18,Beaverton,,,45,28,13.700,-122,48,10.710,45.47047222222,-122.80297500000
"34",Washington,41,Cornelius,,,45,31,17.910,-123,3,12.160,45.52164166667,-123.05337777778
"34",Washington,57,Durham,,,45,23,41.840,-122,45,30.880,45.39495555556,-122.75857777778
"34",Washington,68,Forest Grove,,,45,31,35.670,-123,6,36.060,45.52657500000,-123.11001666667
"34",Washington,71,Gaston,,,45,26,16.150,-123,8,42.650,45.43781944444,-123.14518055556
"34",Washington,92,Hillsboro,,,45,30,6.560,-122,56,4.230,45.50182222222,-122.93450833333
"34",Washington,111,King City,,,45,24,1.320,-122,48,13.610,45.40036666667,-122.80378055556
"34",Washington,115,Lake Oswego,,,45,24,28.660,-122,41,48.750,45.40796111111,-122.69687500000
"34",Washington,154,North Plains,,,45,35,45.120,-122,59,34.980,45.59586666667,-122.99305000000
"34",Washington,249,Portland NW,,,45,31,53.040,-122,46,43.630,45.53140000000,-122.77878611111
"34",Washington,247,Portland SW,,,45,28,0.500,-122,45,1.170,45.46680555556,-122.75032500000
"34",Washington,177,Rivergrove,,,45,23,13.600,-122,44,50.440,45.38711111111,-122.74734444444
"34",Washington,194,Sherwood,,,45,21,31.550,-122,50,18.070,45.35876388889,-122.83835277778
"34",Washington,211,Tigard,,,45,25,21.630,-122,47,18.560,45.42267500000,-122.78848888889
"34",Washington,215,Tualatin,,,45,22,26.610,-122,46,10.380,45.37405833333,-122.76955000000
"34",Washington,234,Wilsonville,,,45,20,0.950,-122,46,17.440,45.33359722222,-122.77151111111
"34",Washington,,,57,PORTLAND UA,45,32,58.480,-122,49,32.200,45.54957777778,-122.82561111111
"34",Washington, ,,,,45,35,31.960,-123,7,13.530,45.59221111111,-123.12042500000
"35",Wheeler,69,Fossil,,,45,0,9.140,-120,13,6.440,45.00253888889,-120.21845555556
"35",Wheeler,139,Mitchell,,,44,34,14.490,-120,9,12.640,44.57069166667,-120.15351111111
"35",Wheeler,199,Spray,,,44,49,57.360,-119,47,34.920,44.83260000000,-119.79303333333
"35",Wheeler, , ,,,44,45,6.860,-120,4,19.450,44.75190555556,-120.07206944444
"36",Yamhill,5,Amity,,,45,6,56.680,-123,12,10.580,45.11574444444,-123.20293888889
"36",Yamhill,30,Carlton,,,45,17,37.490,-123,10,30.700,45.29374722222,-123.17519444444
"36",Yamhill,48,Dayton,,,45,13,11.890,-123,4,48.310,45.21996944444,-123.08008611111
"36",Yamhill,55,Dundee,,,45,16,33.070,-123,0,26.660,45.27585277778,-123.00740555556
"36",Yamhill,113,Lafayette,,,45,14,52.290,-123,6,22.830,45.24785833333,-123.10634166667
"36",Yamhill,126,McMinnville,,,45,13,7.340,-123,10,35.710,45.21870555556,-123.17658611111
"36",Yamhill,151,Newberg,,,45,18,42.150,-122,57,29.100,45.31170833333,-122.95808333333
"36",Yamhill,193,Sheridan,,,45,5,44.230,-123,24,14.140,45.09561944444,-123.40392777778
"36",Yamhill,233,Willamina,,,45,4,50.010,-123,29,0.890,45.08055833333,-123.48358055556
"36",Yamhill,239,Yamhill,,,45,20,25.390,-123,11,3.050,45.34038611111,-123.18418055556
"36",Yamhill,,,43,MCMINVL UA,45,12,14.100,-123,11,8.480,45.20391666667,-123.18568888889
"36",Yamhill,,,49,NEWBERG UA,45,17,22.250,-122,57,33.600,45.28951388889,-122.95933333333
"36",Yamhill, ,,,,45,15,16.290,-123,19,17.700,45.25452500000,-123.32158333333
